order_id,total_price,time,quantity,time_date,time_hour
37512,120000,2024-08-12T08:18:00.000+07:00,3,2024-08-12,8
37876,480000,2024-08-13T11:10:00.000+07:00,12,2024-08-13,11
38117,165000,2024-08-14T22:42:00.000+07:00,3,2024-08-14,22
38128,195000,2024-08-14T14:55:00.000+07:00,6,2024-08-14,14
38675,215000,2024-08-16T22:55:00.000+07:00,7,2024-08-16,22
38917,165000,2024-08-17T15:15:00.000+07:00,3,2024-08-17,15
38918,240000,2024-08-17T14:28:00.000+07:00,3,2024-08-17,14
38964,485000,2024-08-18T09:00:00.000+07:00,10,2024-08-18,9
39129,80000,2024-08-18T18:38:00.000+07:00,3,2024-08-18,18
39893,260000,2024-08-21T20:35:00.000+07:00,5,2024-08-21,20
39909,350000,2024-08-22T08:07:00.000+07:00,7,2024-08-22,8
40127,285000,2024-08-22T20:34:00.000+07:00,7,2024-08-22,20
40793,470000,2024-08-25T08:16:00.000+07:00,10,2024-08-25,8
41131,225000,2024-08-26T22:42:00.000+07:00,6,2024-08-26,22
41280,285000,2024-08-27T11:12:00.000+07:00,7,2024-08-27,11
41328,405000,2024-08-27T17:51:00.000+07:00,9,2024-08-27,17
41341,420000,2024-08-27T19:55:00.000+07:00,8,2024-08-27,19
41453,475000,2024-08-28T19:44:00.000+07:00,11,2024-08-28,19
41523,505000,2024-08-28T19:18:00.000+07:00,9,2024-08-28,19
41730,360000,2024-08-29T09:43:00.000+07:00,8,2024-08-29,9
42223,100000,2024-08-31T13:47:00.000+07:00,3,2024-08-31,13
42419,430000,2024-08-31T16:27:00.000+07:00,8,2024-08-31,16
42604,265000,2024-09-01T10:24:00.000+07:00,5,2024-09-01,10
42771,185000,2024-09-02T20:24:00.000+07:00,4,2024-09-02,20
43639,430000,2024-09-08T10:12:00.000+07:00,10,2024-09-08,10
43872,135000,2024-09-09T11:05:00.000+07:00,3,2024-09-09,11
44056,305000,2024-09-11T15:21:00.000+07:00,7,2024-09-11,15
44107,50000,2024-09-11T21:25:00.000+07:00,1,2024-09-11,21
44713,285000,2024-09-15T12:45:00.000+07:00,6,2024-09-15,12
44937,40000,2024-09-17T08:17:00.000+07:00,1,2024-09-17,8
45217,255000,2024-09-19T19:12:00.000+07:00,5,2024-09-19,19
45274,435000,2024-09-19T11:01:00.000+07:00,9,2024-09-19,11
45785,490000,2024-09-23T12:45:00.000+07:00,10,2024-09-23,12
18853,100000,2024-05-30T21:01:00.000+07:00,2,2024-05-30,21
27092,70000,2024-07-01T21:56:00.000+07:00,1,2024-07-01,21
28339,90000,2024-07-07T09:01:00.000+07:00,2,2024-07-07,9
28423,515000,2024-07-08T15:45:00.000+07:00,12,2024-07-08,15
29288,80000,2024-07-11T14:22:00.000+07:00,2,2024-07-11,14
29911,380000,2024-07-14T21:03:00.000+07:00,10,2024-07-14,21
32626,345000,2024-07-24T08:23:00.000+07:00,7,2024-07-24,8
42682,90000,2024-09-02T14:51:00.000+07:00,3,2024-09-02,14
43690,285000,2024-09-08T21:07:00.000+07:00,6,2024-09-08,21
45929,100000,2024-09-24T10:57:00.000+07:00,2,2024-09-24,10
46403,285000,2024-09-27T15:32:00.000+07:00,6,2024-09-27,15
46669,500000,2024-09-29T08:59:00.000+07:00,10,2024-09-29,8
47069,50000,2024-10-02T15:16:00.000+07:00,1,2024-10-02,15
47197,320000,2024-10-02T22:25:00.000+07:00,5,2024-10-02,22
47369,350000,2024-10-04T15:48:00.000+07:00,6,2024-10-04,15
47694,545000,2024-10-06T14:04:00.000+07:00,10,2024-10-06,14
47885,125000,2024-10-07T13:03:00.000+07:00,3,2024-10-07,13
48190,240000,2024-10-09T15:14:00.000+07:00,5,2024-10-09,15
48326,410000,2024-10-09T19:20:00.000+07:00,9,2024-10-09,19
48455,505000,2024-10-10T19:19:00.000+07:00,10,2024-10-10,19
48520,160000,2024-10-11T16:46:00.000+07:00,2,2024-10-11,16
49035,100000,2024-10-14T20:19:00.000+07:00,2,2024-10-14,20
49240,415000,2024-10-15T08:24:00.000+07:00,9,2024-10-15,8
49478,235000,2024-10-17T17:24:00.000+07:00,5,2024-10-17,17
49630,100000,2024-10-18T13:18:00.000+07:00,2,2024-10-18,13
50047,570000,2024-10-20T16:28:00.000+07:00,11,2024-10-20,16
50097,70000,2024-10-21T17:09:00.000+07:00,2,2024-10-21,17
50117,165000,2024-10-21T17:18:00.000+07:00,3,2024-10-21,17
50244,355000,2024-10-21T17:00:00.000+07:00,9,2024-10-21,17
50340,270000,2024-10-22T16:46:00.000+07:00,6,2024-10-22,16
50368,135000,2024-10-22T20:22:00.000+07:00,3,2024-10-22,20
50533,345000,2024-10-23T12:44:00.000+07:00,7,2024-10-23,12
50586,140000,2024-10-24T15:41:00.000+07:00,4,2024-10-24,15
50992,60000,2024-10-26T14:04:00.000+07:00,2,2024-10-26,14
51021,250000,2024-10-26T20:24:00.000+07:00,7,2024-10-26,20
51324,90000,2024-10-29T21:51:00.000+07:00,2,2024-10-29,21
51510,110000,2024-10-30T09:35:00.000+07:00,2,2024-10-30,9
51511,620000,2024-10-30T12:13:00.000+07:00,9,2024-10-30,12
51568,550000,2024-10-30T09:49:00.000+07:00,10,2024-10-30,9
51824,170000,2024-11-01T13:15:00.000+07:00,4,2024-11-01,13
51834,70000,2024-11-01T18:39:00.000+07:00,2,2024-11-01,18
51898,205000,2024-11-01T20:21:00.000+07:00,4,2024-11-01,20
52304,45000,2024-11-04T20:07:00.000+07:00,1,2024-11-04,20
52622,45000,2024-11-06T08:47:00.000+07:00,1,2024-11-06,8
52697,240000,2024-11-06T11:52:00.000+07:00,3,2024-11-06,11
52706,570000,2024-11-06T20:48:00.000+07:00,9,2024-11-06,20
53089,225000,2024-11-09T19:24:00.000+07:00,6,2024-11-09,19
53100,45000,2024-11-09T10:43:00.000+07:00,1,2024-11-09,10
54289,565000,2024-11-16T20:42:00.000+07:00,10,2024-11-16,20
54390,350000,2024-11-17T10:55:00.000+07:00,5,2024-11-17,10
54615,420000,2024-11-18T09:18:00.000+07:00,9,2024-11-18,9
55432,390000,2024-11-23T08:53:00.000+07:00,7,2024-11-23,8
55450,345000,2024-11-23T11:53:00.000+07:00,7,2024-11-23,11
55454,155000,2024-11-23T16:51:00.000+07:00,4,2024-11-23,16
55722,265000,2024-11-26T15:10:00.000+07:00,6,2024-11-26,15
55941,570000,2024-11-27T17:50:00.000+07:00,12,2024-11-27,17
56041,440000,2024-11-28T15:50:00.000+07:00,7,2024-11-28,15
56138,225000,2024-11-29T15:39:00.000+07:00,4,2024-11-29,15
56147,330000,2024-11-29T22:57:00.000+07:00,6,2024-11-29,22
56222,80000,2024-11-30T08:20:00.000+07:00,1,2024-11-30,8
56316,195000,2024-11-30T21:07:00.000+07:00,4,2024-11-30,21
57024,505000,2024-12-05T17:44:00.000+07:00,9,2024-12-05,17
57617,350000,2024-12-10T13:23:00.000+07:00,7,2024-12-10,13
57672,185000,2024-12-10T19:22:00.000+07:00,4,2024-12-10,19
57947,430000,2024-12-12T20:50:00.000+07:00,7,2024-12-12,20
58297,340000,2024-12-14T17:39:00.000+07:00,7,2024-12-14,17
58392,70000,2024-12-15T18:42:00.000+07:00,1,2024-12-15,18
58419,440000,2024-12-15T08:19:00.000+07:00,9,2024-12-15,8
58926,80000,2024-12-18T16:14:00.000+07:00,1,2024-12-18,16
59007,450000,2024-12-18T14:54:00.000+07:00,7,2024-12-18,14
59435,525000,2024-12-22T13:47:00.000+07:00,10,2024-12-22,13
59792,45000,2024-12-24T22:11:00.000+07:00,1,2024-12-24,22
60050,635000,2024-12-26T15:18:00.000+07:00,9,2024-12-26,15
60194,135000,2024-12-27T09:43:00.000+07:00,3,2024-12-27,9
60531,560000,2024-12-29T21:46:00.000+07:00,9,2024-12-29,21
60563,50000,2024-12-29T22:08:00.000+07:00,1,2024-12-29,22
375,455000,2024-01-04T09:19:00.000+07:00,9,2024-01-04,9
565,160000,2024-01-06T22:19:00.000+07:00,3,2024-01-06,22
693,265000,2024-01-08T13:12:00.000+07:00,6,2024-01-08,13
717,515000,2024-01-08T19:22:00.000+07:00,10,2024-01-08,19
1520,60000,2024-01-17T12:39:00.000+07:00,2,2024-01-17,12
1522,95000,2024-01-17T11:40:00.000+07:00,3,2024-01-17,11
1776,320000,2024-01-19T22:08:00.000+07:00,7,2024-01-19,22
2102,165000,2024-01-24T19:58:00.000+07:00,3,2024-01-24,19
2157,200000,2024-01-24T16:46:00.000+07:00,5,2024-01-24,16
2225,30000,2024-01-25T15:54:00.000+07:00,1,2024-01-25,15
2443,395000,2024-01-27T11:00:00.000+07:00,7,2024-01-27,11
3064,285000,2024-02-01T17:10:00.000+07:00,6,2024-02-01,17
3086,130000,2024-02-02T13:05:00.000+07:00,4,2024-02-02,13
3247,315000,2024-02-03T18:27:00.000+07:00,6,2024-02-03,18
3433,215000,2024-02-05T16:38:00.000+07:00,5,2024-02-05,16
3600,255000,2024-02-08T12:37:00.000+07:00,6,2024-02-08,12
4133,240000,2024-02-12T10:39:00.000+07:00,5,2024-02-12,10
4150,60000,2024-02-12T21:10:00.000+07:00,2,2024-02-12,21
4152,460000,2024-02-13T22:57:00.000+07:00,11,2024-02-13,22
4275,25000,2024-02-14T13:40:00.000+07:00,1,2024-02-14,13
4536,405000,2024-02-16T22:15:00.000+07:00,9,2024-02-16,22
4770,120000,2024-02-19T18:16:00.000+07:00,3,2024-02-19,18
4845,495000,2024-02-19T21:16:00.000+07:00,10,2024-02-19,21
4873,320000,2024-02-19T20:44:00.000+07:00,8,2024-02-19,20
4874,55000,2024-02-19T15:56:00.000+07:00,1,2024-02-19,15
5412,195000,2024-02-25T22:07:00.000+07:00,5,2024-02-25,22
5423,45000,2024-02-25T11:27:00.000+07:00,1,2024-02-25,11
5718,225000,2024-02-29T21:28:00.000+07:00,6,2024-02-29,21
5983,440000,2024-03-03T20:17:00.000+07:00,8,2024-03-03,20
5992,505000,2024-03-03T09:57:00.000+07:00,9,2024-03-03,9
6029,205000,2024-03-03T09:45:00.000+07:00,5,2024-03-03,9
6217,780000,2024-03-05T09:03:00.000+07:00,15,2024-03-05,9
6240,150000,2024-03-05T18:22:00.000+07:00,4,2024-03-05,18
6677,435000,2024-03-09T14:16:00.000+07:00,10,2024-03-09,14
6966,250000,2024-03-12T15:57:00.000+07:00,6,2024-03-12,15
7107,390000,2024-03-13T14:31:00.000+07:00,8,2024-03-13,14
7538,110000,2024-03-17T16:12:00.000+07:00,2,2024-03-17,16
7707,120000,2024-03-19T16:37:00.000+07:00,3,2024-03-19,16
8305,540000,2024-03-24T14:44:00.000+07:00,10,2024-03-24,14
8334,210000,2024-03-25T21:20:00.000+07:00,4,2024-03-25,21
8610,280000,2024-03-27T10:51:00.000+07:00,7,2024-03-27,10
9192,85000,2024-04-04T11:12:00.000+07:00,2,2024-04-04,11
9253,200000,2024-04-05T22:54:00.000+07:00,6,2024-04-05,22
9431,545000,2024-04-06T08:54:00.000+07:00,10,2024-04-06,8
9442,390000,2024-04-06T12:06:00.000+07:00,11,2024-04-06,12
9693,245000,2024-04-09T11:19:00.000+07:00,5,2024-04-09,11
9774,545000,2024-04-10T22:43:00.000+07:00,10,2024-04-10,22
9805,195000,2024-04-10T08:13:00.000+07:00,3,2024-04-10,8
10254,70000,2024-04-15T18:48:00.000+07:00,2,2024-04-15,18
10327,420000,2024-04-16T21:17:00.000+07:00,10,2024-04-16,21
10532,345000,2024-04-19T13:44:00.000+07:00,7,2024-04-19,13
10592,50000,2024-04-20T21:36:00.000+07:00,2,2024-04-20,21
10624,490000,2024-04-20T13:06:00.000+07:00,8,2024-04-20,13
10630,430000,2024-04-20T22:25:00.000+07:00,11,2024-04-20,22
10729,490000,2024-04-21T17:48:00.000+07:00,12,2024-04-21,17
10798,440000,2024-04-22T16:40:00.000+07:00,9,2024-04-22,16
10843,255000,2024-04-22T10:15:00.000+07:00,5,2024-04-22,10
11035,370000,2024-04-24T11:38:00.000+07:00,9,2024-04-24,11
11040,280000,2024-04-24T19:43:00.000+07:00,5,2024-04-24,19
11404,345000,2024-04-28T18:53:00.000+07:00,7,2024-04-28,18
11425,315000,2024-04-28T09:13:00.000+07:00,8,2024-04-28,9
11607,190000,2024-04-30T16:22:00.000+07:00,4,2024-04-30,16
11965,80000,2024-05-02T09:51:00.000+07:00,1,2024-05-02,9
12430,265000,2024-05-04T18:08:00.000+07:00,6,2024-05-04,18
13544,540000,2024-05-08T09:16:00.000+07:00,11,2024-05-08,9
13644,625000,2024-05-09T20:48:00.000+07:00,12,2024-05-09,20
14052,255000,2024-05-10T10:02:00.000+07:00,6,2024-05-10,10
14124,335000,2024-05-11T09:40:00.000+07:00,7,2024-05-11,9
14268,305000,2024-05-11T08:32:00.000+07:00,5,2024-05-11,8
14277,150000,2024-05-11T20:36:00.000+07:00,2,2024-05-11,20
14382,575000,2024-05-12T11:02:00.000+07:00,11,2024-05-12,11
14974,415000,2024-05-14T16:13:00.000+07:00,10,2024-05-14,16
15054,145000,2024-05-14T11:36:00.000+07:00,4,2024-05-14,11
15449,80000,2024-05-16T13:05:00.000+07:00,1,2024-05-16,13
15469,380000,2024-05-16T12:42:00.000+07:00,10,2024-05-16,12
15630,235000,2024-05-16T08:09:00.000+07:00,7,2024-05-16,8
15638,165000,2024-05-16T18:24:00.000+07:00,3,2024-05-16,18
15821,335000,2024-05-17T13:12:00.000+07:00,8,2024-05-17,13
15853,310000,2024-05-17T15:02:00.000+07:00,7,2024-05-17,15
16093,240000,2024-05-18T09:09:00.000+07:00,3,2024-05-18,9
16464,310000,2024-05-20T14:01:00.000+07:00,6,2024-05-20,14
16640,485000,2024-05-21T11:51:00.000+07:00,10,2024-05-21,11
16773,135000,2024-05-21T13:30:00.000+07:00,4,2024-05-21,13
17080,170000,2024-05-22T17:44:00.000+07:00,3,2024-05-22,17
17104,315000,2024-05-23T22:54:00.000+07:00,7,2024-05-23,22
17301,400000,2024-05-23T22:51:00.000+07:00,9,2024-05-23,22
17499,100000,2024-05-24T13:56:00.000+07:00,2,2024-05-24,13
17547,425000,2024-05-24T19:34:00.000+07:00,8,2024-05-24,19
17719,45000,2024-05-25T15:29:00.000+07:00,1,2024-05-25,15
17822,180000,2024-05-25T11:20:00.000+07:00,5,2024-05-25,11
17982,290000,2024-05-26T18:41:00.000+07:00,7,2024-05-26,18
18055,155000,2024-05-26T18:51:00.000+07:00,3,2024-05-26,18
