order_id,total_price,time,quantity
221,50000,2024-01-03 16:01:00,1
222,270000,2024-01-03 17:22:00,6
223,500000,2024-01-03 17:39:00,10
224,485000,2024-01-03 11:48:00,10
225,420000,2024-01-03 15:15:00,9
226,80000,2024-01-03 15:14:00,2
227,210000,2024-01-03 17:57:00,6
228,190000,2024-01-03 19:21:00,4
229,80000,2024-01-03 18:58:00,1
230,205000,2024-01-03 13:15:00,6
231,280000,2024-01-03 22:53:00,5
232,425000,2024-01-03 20:57:00,8
233,430000,2024-01-03 11:58:00,12
234,135000,2024-01-03 20:50:00,3
235,335000,2024-01-03 22:07:00,8
236,540000,2024-01-03 09:29:00,11
237,50000,2024-01-03 14:48:00,1
238,185000,2024-01-03 10:31:00,3
239,550000,2024-01-03 14:56:00,11
240,375000,2024-01-03 12:47:00,7
241,220000,2024-01-03 22:16:00,4
242,240000,2024-01-03 08:47:00,3
243,485000,2024-01-03 13:25:00,10
244,105000,2024-01-03 16:05:00,3
245,195000,2024-01-03 18:24:00,5
246,440000,2024-01-03 09:18:00,9
247,305000,2024-01-03 09:26:00,8
248,440000,2024-01-03 09:57:00,8
249,380000,2024-01-03 09:50:00,9
250,345000,2024-01-03 10:54:00,6
251,310000,2024-01-03 22:26:00,5
252,215000,2024-01-03 21:16:00,6
253,195000,2024-01-03 19:08:00,3
254,310000,2024-01-03 12:34:00,6
255,160000,2024-01-03 13:50:00,2
256,530000,2024-01-03 13:28:00,10
257,280000,2024-01-03 18:41:00,6
258,110000,2024-01-03 21:58:00,2
259,315000,2024-01-03 22:44:00,6
260,590000,2024-01-03 21:18:00,12
261,430000,2024-01-03 12:58:00,12
262,265000,2024-01-03 11:13:00,5
263,210000,2024-01-03 10:25:00,3
264,545000,2024-01-03 18:47:00,10
265,290000,2024-01-03 20:02:00,5
266,205000,2024-01-03 15:38:00,4
267,405000,2024-01-03 22:12:00,9
268,295000,2024-01-03 16:07:00,6
269,245000,2024-01-03 16:34:00,5
270,80000,2024-01-03 15:33:00,2
271,180000,2024-01-03 15:52:00,4
272,70000,2024-01-03 18:11:00,1
273,90000,2024-01-03 12:15:00,2
274,360000,2024-01-03 12:45:00,8
275,270000,2024-01-03 12:05:00,6
276,510000,2024-01-03 13:39:00,9
277,365000,2024-01-03 11:22:00,7
278,240000,2024-01-03 14:31:00,6
279,240000,2024-01-03 17:46:00,3
280,105000,2024-01-03 19:16:00,3
281,215000,2024-01-03 16:06:00,5
282,470000,2024-01-03 16:11:00,11
283,275000,2024-01-03 21:24:00,7
284,45000,2024-01-03 12:32:00,1
285,440000,2024-01-03 18:37:00,8
286,465000,2024-01-03 22:16:00,8
287,130000,2024-01-03 13:33:00,4
288,25000,2024-01-03 16:41:00,1
289,590000,2024-01-03 15:48:00,10
290,555000,2024-01-03 10:54:00,11
291,245000,2024-01-03 16:12:00,7
292,335000,2024-01-03 19:24:00,7
293,440000,2024-01-03 10:50:00,10
294,230000,2024-01-03 18:30:00,4
295,395000,2024-01-03 10:18:00,7
296,565000,2024-01-03 19:44:00,9
297,605000,2024-01-03 11:23:00,12
298,45000,2024-01-03 09:05:00,1
299,30000,2024-01-03 15:37:00,1
300,90000,2024-01-03 22:24:00,2
301,240000,2024-01-03 17:53:00,5
302,235000,2024-01-03 09:45:00,4
303,360000,2024-01-03 18:59:00,8
304,45000,2024-01-03 18:52:00,1
305,285000,2024-01-03 08:38:00,6
306,370000,2024-01-03 20:14:00,6
307,110000,2024-01-03 08:22:00,2
308,355000,2024-01-03 10:31:00,6
309,185000,2024-01-03 12:04:00,3
310,160000,2024-01-03 16:48:00,4
311,410000,2024-01-03 17:05:00,6
312,385000,2024-01-03 19:48:00,8
313,45000,2024-01-03 16:01:00,1
314,240000,2024-01-03 14:41:00,3
315,190000,2024-01-03 19:43:00,4
316,235000,2024-01-03 12:20:00,5
317,70000,2024-01-03 22:32:00,1
318,210000,2024-01-03 12:06:00,3
319,165000,2024-01-03 14:16:00,3
320,465000,2024-01-03 13:10:00,9
321,195000,2024-01-03 10:42:00,4
322,275000,2024-01-03 14:55:00,5
323,120000,2024-01-03 17:29:00,3
324,120000,2024-01-03 16:54:00,3
325,430000,2024-01-03 21:18:00,11
326,330000,2024-01-03 17:28:00,6
327,90000,2024-01-03 08:54:00,3
328,315000,2024-01-03 14:35:00,8
329,110000,2024-01-03 08:58:00,2
330,310000,2024-01-03 11:45:00,6
331,105000,2024-01-03 22:06:00,4
332,600000,2024-01-04 21:20:00,10
333,395000,2024-01-04 18:31:00,9
334,120000,2024-01-04 14:30:00,3
335,400000,2024-01-04 21:56:00,9
336,385000,2024-01-04 13:13:00,9
337,205000,2024-01-04 22:16:00,4
338,495000,2024-01-04 17:28:00,9
339,95000,2024-01-04 16:11:00,3
340,420000,2024-01-04 10:32:00,11
341,140000,2024-01-04 19:39:00,5
342,470000,2024-01-04 12:09:00,9
343,285000,2024-01-04 16:08:00,4
344,40000,2024-01-04 13:57:00,1
345,215000,2024-01-04 15:48:00,5
346,160000,2024-01-04 13:40:00,2
347,450000,2024-01-04 08:06:00,11
348,110000,2024-01-04 13:50:00,2
349,55000,2024-01-04 21:56:00,1
350,120000,2024-01-04 10:12:00,3
351,275000,2024-01-04 18:05:00,7
352,245000,2024-01-04 16:27:00,4
353,110000,2024-01-04 11:34:00,4
354,380000,2024-01-04 21:34:00,8
355,440000,2024-01-04 10:12:00,11
356,375000,2024-01-04 21:46:00,10
357,90000,2024-01-04 11:10:00,2
358,170000,2024-01-04 16:19:00,4
359,425000,2024-01-04 11:56:00,8
360,75000,2024-01-04 12:25:00,3
361,70000,2024-01-04 22:26:00,2
362,90000,2024-01-04 08:20:00,2
363,170000,2024-01-04 11:07:00,4
364,190000,2024-01-04 08:30:00,5
365,135000,2024-01-04 12:03:00,3
366,335000,2024-01-04 22:52:00,8
367,425000,2024-01-04 19:48:00,8
368,165000,2024-01-04 08:19:00,3
369,400000,2024-01-04 18:59:00,8
370,495000,2024-01-04 11:43:00,10
371,140000,2024-01-04 17:24:00,3
372,125000,2024-01-04 08:37:00,2
373,110000,2024-01-04 15:14:00,4
374,225000,2024-01-04 22:23:00,4
375,455000,2024-01-04 09:19:00,9
376,165000,2024-01-04 15:24:00,3
377,130000,2024-01-04 20:16:00,4
378,495000,2024-01-04 11:26:00,10
379,315000,2024-01-04 18:58:00,9
380,285000,2024-01-04 11:27:00,6
381,120000,2024-01-04 17:11:00,3
382,465000,2024-01-04 16:52:00,9
383,145000,2024-01-04 12:35:00,3
384,70000,2024-01-04 08:22:00,2
385,600000,2024-01-04 20:05:00,13
386,215000,2024-01-04 15:47:00,5
387,310000,2024-01-04 11:28:00,6
388,250000,2024-01-04 16:11:00,4
389,80000,2024-01-04 09:04:00,1
390,595000,2024-01-04 15:09:00,10
391,255000,2024-01-04 16:50:00,5
392,55000,2024-01-04 22:27:00,1
393,270000,2024-01-04 10:30:00,4
394,390000,2024-01-04 08:28:00,7
395,160000,2024-01-04 20:49:00,5
396,175000,2024-01-04 18:36:00,4
397,450000,2024-01-04 19:14:00,7
398,55000,2024-01-04 11:03:00,1
399,500000,2024-01-04 08:27:00,10
400,170000,2024-01-04 16:14:00,4
401,295000,2024-01-04 15:23:00,5
402,145000,2024-01-04 16:51:00,4
403,135000,2024-01-04 18:33:00,2
404,570000,2024-01-04 12:19:00,10
405,265000,2024-01-04 18:17:00,5
406,280000,2024-01-04 08:45:00,7
407,415000,2024-01-04 09:25:00,9
408,135000,2024-01-04 21:49:00,3
409,245000,2024-01-04 08:46:00,5
410,435000,2024-01-04 08:37:00,10
411,450000,2024-01-04 21:43:00,10
412,460000,2024-01-04 11:07:00,9
413,395000,2024-01-04 21:32:00,8
414,230000,2024-01-04 18:28:00,5
415,40000,2024-01-04 16:12:00,1
416,35000,2024-01-04 14:47:00,1
417,345000,2024-01-04 13:00:00,8
418,160000,2024-01-04 22:27:00,2
419,150000,2024-01-04 21:13:00,3
420,290000,2024-01-04 14:50:00,7
421,505000,2024-01-04 20:23:00,12
422,360000,2024-01-04 09:15:00,6
423,430000,2024-01-04 15:38:00,8
424,155000,2024-01-04 08:36:00,4
425,150000,2024-01-04 22:17:00,3
426,555000,2024-01-04 17:48:00,14
427,470000,2024-01-04 10:31:00,11
428,110000,2024-01-04 12:18:00,3
429,305000,2024-01-04 14:39:00,8
430,260000,2024-01-04 20:25:00,4
431,215000,2024-01-05 09:04:00,5
432,270000,2024-01-05 08:44:00,5
433,170000,2024-01-05 17:45:00,4
434,90000,2024-01-05 18:34:00,2
435,520000,2024-01-05 13:01:00,9
436,165000,2024-01-05 14:55:00,6
437,120000,2024-01-05 10:51:00,3
438,360000,2024-01-05 15:39:00,7
439,415000,2024-01-05 16:30:00,7
440,175000,2024-01-05 19:35:00,4
441,210000,2024-01-05 14:37:00,7
442,250000,2024-01-05 11:53:00,6
443,325000,2024-01-05 13:17:00,5
444,445000,2024-01-05 21:35:00,10
445,490000,2024-01-05 16:18:00,11
446,485000,2024-01-05 21:46:00,11
447,70000,2024-01-05 12:27:00,1
448,150000,2024-01-05 08:14:00,3
449,70000,2024-01-05 21:47:00,1
450,310000,2024-01-05 22:16:00,7
451,120000,2024-01-05 08:40:00,2
452,505000,2024-01-05 19:05:00,10
453,75000,2024-01-05 09:28:00,3
454,90000,2024-01-05 09:58:00,2
455,190000,2024-01-05 18:28:00,5
456,30000,2024-01-05 22:28:00,1
457,370000,2024-01-05 17:18:00,7
458,235000,2024-01-05 18:56:00,4
459,355000,2024-01-05 19:11:00,8
460,465000,2024-01-05 20:09:00,10
461,265000,2024-01-05 12:08:00,7
462,70000,2024-01-05 14:47:00,2
463,90000,2024-01-05 16:25:00,2
464,690000,2024-01-05 22:28:00,12
465,315000,2024-01-05 16:01:00,8
466,160000,2024-01-05 11:31:00,4
467,265000,2024-01-05 12:30:00,4
468,300000,2024-01-05 11:39:00,5
469,265000,2024-01-05 19:11:00,7
470,140000,2024-01-05 19:07:00,2
471,50000,2024-01-05 22:30:00,1
472,445000,2024-01-05 11:43:00,8
473,135000,2024-01-05 17:09:00,2
474,165000,2024-01-05 18:41:00,3
475,260000,2024-01-05 15:25:00,6
476,390000,2024-01-05 12:07:00,10
477,150000,2024-01-05 17:20:00,3
478,295000,2024-01-05 15:11:00,9
479,220000,2024-01-05 08:37:00,4
480,165000,2024-01-05 08:43:00,3
481,655000,2024-01-05 22:57:00,12
482,440000,2024-01-05 17:46:00,9
483,235000,2024-01-05 21:15:00,6
484,190000,2024-01-05 18:55:00,4
485,75000,2024-01-05 21:37:00,3
486,440000,2024-01-05 11:17:00,7
487,110000,2024-01-05 12:04:00,2
488,210000,2024-01-05 10:36:00,4
489,70000,2024-01-05 14:01:00,1
490,620000,2024-01-05 09:16:00,13
491,135000,2024-01-06 13:49:00,3
492,70000,2024-01-06 10:36:00,1
493,405000,2024-01-06 19:27:00,8
494,145000,2024-01-06 10:57:00,4
495,35000,2024-01-06 08:08:00,1
496,540000,2024-01-06 21:14:00,12
497,305000,2024-01-06 13:02:00,7
498,260000,2024-01-06 12:55:00,4
499,175000,2024-01-06 21:52:00,4
500,25000,2024-01-06 22:12:00,1
501,175000,2024-01-06 14:15:00,4
502,355000,2024-01-06 20:18:00,9
503,100000,2024-01-06 12:05:00,2
504,335000,2024-01-06 20:56:00,8
505,335000,2024-01-06 08:26:00,8
506,105000,2024-01-06 22:03:00,3
507,590000,2024-01-06 12:59:00,12
508,75000,2024-01-06 12:39:00,3
509,150000,2024-01-06 15:03:00,3
510,245000,2024-01-06 18:19:00,7
511,160000,2024-01-06 14:32:00,3
512,515000,2024-01-06 20:28:00,11
513,340000,2024-01-06 14:14:00,9
514,350000,2024-01-06 08:30:00,7
515,205000,2024-01-06 13:30:00,5
516,450000,2024-01-06 08:46:00,7
517,380000,2024-01-06 18:30:00,8
518,425000,2024-01-06 10:19:00,10
519,140000,2024-01-06 18:06:00,4
520,70000,2024-01-06 22:57:00,1
521,260000,2024-01-06 15:18:00,7
522,75000,2024-01-06 20:42:00,3
523,305000,2024-01-06 08:27:00,6
524,345000,2024-01-06 11:13:00,6
525,150000,2024-01-06 18:16:00,3
526,345000,2024-01-06 19:10:00,6
527,245000,2024-01-06 22:29:00,4
528,310000,2024-01-06 08:34:00,5
529,300000,2024-01-06 10:22:00,6
530,260000,2024-01-06 19:19:00,7
531,225000,2024-01-06 18:58:00,5
532,30000,2024-01-06 19:47:00,1
533,235000,2024-01-06 18:58:00,5
534,100000,2024-01-06 12:40:00,2
535,160000,2024-01-06 18:07:00,3
536,325000,2024-01-06 08:57:00,5
537,360000,2024-01-06 15:19:00,8
538,305000,2024-01-06 21:28:00,7
539,125000,2024-01-06 21:16:00,2
540,120000,2024-01-06 20:23:00,3
541,395000,2024-01-06 08:24:00,11
542,655000,2024-01-06 17:51:00,13
543,280000,2024-01-06 15:32:00,7
544,315000,2024-01-06 09:24:00,6
545,165000,2024-01-06 20:06:00,5
546,340000,2024-01-06 13:07:00,5
547,210000,2024-01-06 15:20:00,3
548,170000,2024-01-06 17:50:00,4
549,350000,2024-01-06 09:26:00,7
550,165000,2024-01-06 15:18:00,5
551,360000,2024-01-06 16:57:00,8
552,340000,2024-01-06 12:52:00,7
553,120000,2024-01-06 16:25:00,3
554,310000,2024-01-06 16:54:00,6
555,450000,2024-01-06 08:04:00,10
556,495000,2024-01-06 20:22:00,11
557,365000,2024-01-06 11:38:00,10
558,490000,2024-01-06 21:22:00,10
559,415000,2024-01-06 18:49:00,8
560,325000,2024-01-06 20:28:00,7
561,370000,2024-01-06 09:21:00,8
562,95000,2024-01-06 13:50:00,3
563,70000,2024-01-06 09:10:00,2
564,290000,2024-01-06 14:18:00,7
565,160000,2024-01-06 22:19:00,3
566,410000,2024-01-06 19:46:00,8
567,585000,2024-01-06 09:21:00,9
568,130000,2024-01-06 16:47:00,4
569,35000,2024-01-06 16:18:00,1
570,175000,2024-01-06 11:31:00,3
571,375000,2024-01-06 12:17:00,8
572,550000,2024-01-06 21:02:00,12
573,450000,2024-01-06 09:40:00,12
574,90000,2024-01-06 19:49:00,2
575,185000,2024-01-06 12:26:00,4
576,445000,2024-01-06 16:11:00,10
577,320000,2024-01-06 11:29:00,7
578,440000,2024-01-06 15:01:00,9
579,70000,2024-01-06 09:46:00,2
580,135000,2024-01-06 11:08:00,3
581,455000,2024-01-06 11:27:00,7
582,170000,2024-01-06 13:37:00,6
583,280000,2024-01-06 20:02:00,6
584,330000,2024-01-07 08:27:00,9
585,695000,2024-01-07 16:46:00,14
586,150000,2024-01-07 08:01:00,4
587,135000,2024-01-07 21:46:00,3
588,80000,2024-01-07 17:29:00,1
589,280000,2024-01-07 15:19:00,5
590,150000,2024-01-07 15:33:00,3
591,55000,2024-01-07 14:13:00,1
592,395000,2024-01-07 16:45:00,9
593,250000,2024-01-07 12:18:00,4
594,145000,2024-01-07 20:47:00,3
595,525000,2024-01-07 21:03:00,9
596,25000,2024-01-07 10:45:00,1
597,110000,2024-01-07 16:46:00,2
598,190000,2024-01-07 18:41:00,6
599,580000,2024-01-07 11:44:00,12
600,325000,2024-01-07 16:56:00,9
601,75000,2024-01-07 15:09:00,2
602,45000,2024-01-07 13:57:00,1
603,335000,2024-01-07 09:50:00,8
604,505000,2024-01-07 20:14:00,10
605,210000,2024-01-07 13:42:00,3
606,35000,2024-01-07 10:32:00,1
607,230000,2024-01-07 16:36:00,5
608,70000,2024-01-07 11:10:00,1
609,535000,2024-01-07 09:07:00,9
610,150000,2024-01-07 19:01:00,4
611,395000,2024-01-07 20:22:00,8
612,125000,2024-01-07 22:03:00,3
613,610000,2024-01-07 17:50:00,13
614,190000,2024-01-07 09:29:00,5
615,355000,2024-01-07 22:17:00,8
616,70000,2024-01-07 12:02:00,2
617,55000,2024-01-07 08:52:00,1
618,485000,2024-01-07 16:28:00,11
619,85000,2024-01-07 18:49:00,2
620,110000,2024-01-07 14:44:00,4
621,225000,2024-01-07 15:57:00,5
622,210000,2024-01-07 21:39:00,6
623,95000,2024-01-07 12:20:00,3
624,305000,2024-01-07 16:30:00,8
625,310000,2024-01-07 10:39:00,6
626,240000,2024-01-07 18:40:00,4
627,275000,2024-01-07 14:22:00,5
628,165000,2024-01-07 08:08:00,5
629,115000,2024-01-07 08:43:00,2
630,25000,2024-01-07 20:43:00,1
631,135000,2024-01-07 10:37:00,3
632,500000,2024-01-07 15:57:00,9
633,320000,2024-01-07 09:19:00,8
634,140000,2024-01-07 18:36:00,2
635,495000,2024-01-07 11:38:00,11
636,90000,2024-01-07 11:36:00,2
637,205000,2024-01-07 19:26:00,4
638,150000,2024-01-07 09:03:00,4
639,185000,2024-01-07 11:53:00,5
640,305000,2024-01-07 13:04:00,6
641,50000,2024-01-07 17:21:00,2
642,400000,2024-01-07 15:39:00,8
643,125000,2024-01-08 16:11:00,4
644,300000,2024-01-08 17:11:00,5
645,320000,2024-01-08 08:43:00,9
646,75000,2024-01-08 08:00:00,3
647,435000,2024-01-08 08:34:00,8
648,270000,2024-01-08 14:06:00,6
649,425000,2024-01-08 12:22:00,8
650,505000,2024-01-08 10:29:00,11
651,285000,2024-01-08 11:16:00,5
652,335000,2024-01-08 21:23:00,6
653,440000,2024-01-08 16:00:00,11
654,120000,2024-01-08 10:18:00,4
655,430000,2024-01-08 15:25:00,10
656,160000,2024-01-08 08:50:00,4
657,105000,2024-01-08 21:31:00,3
658,545000,2024-01-08 20:03:00,10
659,165000,2024-01-08 19:11:00,4
660,565000,2024-01-08 17:22:00,12
661,25000,2024-01-08 10:50:00,1
662,195000,2024-01-08 12:09:00,4
663,140000,2024-01-08 15:47:00,2
664,455000,2024-01-08 19:56:00,10
665,210000,2024-01-08 15:29:00,3
666,425000,2024-01-08 15:36:00,9
667,180000,2024-01-08 09:25:00,6
668,210000,2024-01-08 13:55:00,4
669,495000,2024-01-08 09:50:00,11
670,355000,2024-01-08 10:12:00,7
671,480000,2024-01-08 20:49:00,9
672,135000,2024-01-08 20:11:00,3
673,480000,2024-01-08 16:31:00,9
674,90000,2024-01-08 10:48:00,3
675,515000,2024-01-08 21:07:00,11
676,315000,2024-01-08 16:54:00,6
677,245000,2024-01-08 15:38:00,7
678,90000,2024-01-08 10:11:00,3
679,50000,2024-01-08 15:36:00,2
680,300000,2024-01-08 11:14:00,4
681,355000,2024-01-08 08:44:00,6
682,460000,2024-01-08 20:15:00,8
683,535000,2024-01-08 12:18:00,10
684,475000,2024-01-08 20:09:00,8
685,50000,2024-01-08 15:19:00,1
686,465000,2024-01-08 09:59:00,10
687,215000,2024-01-08 09:55:00,4
688,235000,2024-01-08 18:20:00,4
689,160000,2024-01-08 12:38:00,2
690,565000,2024-01-08 15:57:00,11
691,430000,2024-01-08 19:45:00,6
692,210000,2024-01-08 20:40:00,6
693,265000,2024-01-08 13:12:00,6
694,530000,2024-01-08 12:15:00,13
695,375000,2024-01-08 20:58:00,9
696,635000,2024-01-08 14:35:00,11
697,370000,2024-01-08 22:24:00,6
698,220000,2024-01-08 09:24:00,4
